id,age,gender,driving_exp_clean,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome
138014,2,1,10-19,none,working class,0.5177084166981522,1.0,before 2015,1.0,1,12000.0,sedan,1,0,3,0.0
391636,3,1,30+,high school,upper class,0.5739688765741837,1.0,after 2015,1.0,1,13000.0,sedan,3,0,8,0.0
192271,2,0,20-29,none,middle class,0.5310233106225158,1.0,before 2015,1.0,1,12000.0,sedan,0,3,2,0.0
69133,2,1,20-29,high school,upper class,0.4402775964341178,1.0,before 2015,1.0,1,13000.0,sedan,5,0,1,0.0
350213,0,0,0-9,high school,working class,0.3762128532654633,1.0,after 2015,0.0,0,15000.0,sedan,0,0,0,0.0
471153,3,1,10-19,university,upper class,0.5925500417320749,1.0,after 2015,1.0,1,9000.0,sedan,3,0,6,0.0
299972,0,0,0-9,high school,poverty,0.2887988483038722,0.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
315441,0,1,0-9,university,working class,0.4760320342290617,0.0,before 2015,0.0,0,13000.0,sedan,0,0,0,1.0
565346,0,0,0-9,high school,working class,0.566843891896652,1.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
448500,2,1,20-29,university,upper class,0.5992892337813946,1.0,after 2015,1.0,1,14000.0,sedan,0,1,5,0.0
911473,2,1,20-29,high school,upper class,0.5859101362400143,0.0,before 2015,1.0,1,10000.0,sedan,5,0,0,0.0
14662,0,0,0-9,none,poverty,0.4162127670592956,1.0,before 2015,0.0,1,12000.0,sedan,0,0,0,0.0
153771,2,1,20-29,university,upper class,0.4539275558254621,0.0,after 2015,1.0,1,8000.0,sedan,4,0,1,0.0
211993,3,1,10-19,university,upper class,0.5528902169259813,1.0,before 2015,1.0,1,9000.0,sedan,2,1,5,0.0
268399,2,1,20-29,high school,upper class,0.5370649528312461,1.0,before 2015,1.0,1,8000.0,sedan,3,1,1,0.0
20975,1,1,10-19,university,upper class,0.6261051802166032,1.0,before 2015,0.0,0,11000.0,sedan,1,0,0,0.0
864717,3,1,30+,high school,upper class,0.5873165927562172,1.0,after 2015,0.0,1,11000.0,sedan,3,1,7,0.0
677702,3,0,30+,high school,upper class,0.5482918097266921,1.0,after 2015,1.0,1,9000.0,sedan,2,0,4,0.0
133368,1,1,10-19,university,middle class,0.515812809602791,1.0,after 2015,1.0,1,12000.0,sedan,1,0,1,0.0
871263,3,0,10-19,university,upper class,0.5838061362917646,1.0,after 2015,1.0,1,11000.0,sedan,0,0,0,0.0
875302,1,1,10-19,university,middle class,0.5281550824018106,1.0,after 2015,1.0,1,8000.0,sedan,1,0,0,0.0
484719,2,0,20-29,high school,upper class,0.4696346809916029,1.0,after 2015,0.0,1,11000.0,sedan,3,0,5,0.0
459055,2,1,20-29,university,upper class,0.6540567904445873,1.0,before 2015,1.0,1,13000.0,sports car,2,0,2,0.0
416920,3,1,30+,university,upper class,0.5846714102071112,1.0,after 2015,1.0,1,11000.0,sedan,13,1,3,0.0
314599,2,0,20-29,high school,middle class,0.4552114357588755,1.0,after 2015,1.0,0,16000.0,sedan,1,1,1,0.0
694711,1,1,10-19,university,upper class,0.4366893788831464,0.0,before 2015,0.0,0,11697.003206900365,sedan,3,0,3,1.0
673153,1,1,10-19,high school,poverty,0.3435642316265703,0.0,before 2015,0.0,1,11000.0,sedan,5,0,2,1.0
605381,1,1,10-19,none,poverty,0.4626087278813787,0.0,before 2015,0.0,1,11000.0,sedan,1,1,2,1.0
314104,1,1,0-9,high school,working class,0.4689000702579813,1.0,before 2015,1.0,1,7000.0,sedan,0,0,0,0.0
392401,2,1,20-29,high school,upper class,0.6173695276288708,1.0,after 2015,1.0,1,11000.0,sedan,3,3,0,0.0
952862,2,0,10-19,high school,upper class,0.3740988948900966,1.0,after 2015,1.0,0,11000.0,sedan,0,0,1,0.0
85568,3,1,20-29,university,upper class,0.4143016805242815,1.0,before 2015,1.0,1,11697.003206900365,sedan,1,0,1,0.0
607386,0,1,0-9,none,poverty,0.3410406534529566,1.0,before 2015,1.0,1,14000.0,sedan,0,0,0,1.0
318763,1,0,10-19,none,middle class,0.4873745004671126,1.0,before 2015,0.0,1,11000.0,sedan,2,0,0,0.0
992244,1,1,10-19,university,middle class,0.5646142055879265,1.0,before 2015,0.0,1,11000.0,sedan,2,0,1,1.0
404645,0,1,0-9,high school,poverty,0.515812809602791,1.0,before 2015,0.0,0,15000.0,sedan,0,0,0,1.0
8388,2,0,10-19,none,working class,0.4253726168466054,0.0,after 2015,1.0,1,9000.0,sports car,2,0,1,0.0
802909,1,0,0-9,none,middle class,0.3642412378627409,0.0,after 2015,0.0,0,15000.0,sedan,0,0,0,1.0
629221,3,1,30+,high school,upper class,0.7309096978663604,1.0,before 2015,1.0,1,9000.0,sedan,7,0,4,0.0
262143,1,1,10-19,high school,middle class,0.3917680680723771,1.0,before 2015,0.0,1,12000.0,sedan,3,0,0,0.0
570855,2,1,20-29,high school,upper class,0.5656002831268322,1.0,after 2015,1.0,1,11000.0,sedan,1,0,4,0.0
476601,2,0,0-9,high school,poverty,0.41263478024781,0.0,before 2015,1.0,1,9000.0,sports car,0,0,0,0.0
999332,1,1,10-19,none,poverty,0.250983078410022,1.0,before 2015,0.0,0,13000.0,sedan,0,0,1,0.0
75918,2,0,0-9,university,upper class,0.7593098696029942,1.0,after 2015,0.0,0,8000.0,sedan,0,0,0,0.0
355929,1,1,10-19,high school,working class,0.4755276880991208,1.0,after 2015,0.0,0,17000.0,sedan,0,0,1,0.0
428969,1,0,10-19,high school,upper class,0.631474652636391,1.0,after 2015,1.0,1,9000.0,sedan,0,0,1,0.0
510135,2,0,0-9,high school,upper class,0.6661184119269805,1.0,before 2015,0.0,1,9000.0,sedan,0,0,0,1.0
241812,3,1,30+,high school,upper class,0.6285286315416291,1.0,after 2015,1.0,1,10000.0,sedan,3,0,3,0.0
306268,2,0,10-19,university,upper class,0.5137216359540138,1.0,before 2015,1.0,1,9000.0,sedan,0,0,1,0.0
96376,0,0,0-9,none,poverty,0.3092953102442031,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
730888,2,1,20-29,high school,upper class,0.615117089773629,1.0,before 2015,0.0,1,9000.0,sedan,4,0,1,0.0
256445,3,1,20-29,high school,upper class,0.5998640282161689,1.0,before 2015,1.0,1,11697.003206900365,sedan,3,2,6,0.0
792693,0,0,0-9,none,poverty,0.5391018376969258,1.0,before 2015,0.0,1,9000.0,sedan,0,0,0,1.0
906536,1,1,10-19,university,working class,0.5008680670175222,0.0,before 2015,1.0,1,12000.0,sedan,2,0,1,1.0
34708,2,0,20-29,university,upper class,0.6684571148957105,1.0,before 2015,1.0,1,11000.0,sedan,4,3,0,0.0
607163,1,0,0-9,university,upper class,0.6332752601054172,1.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
453375,2,1,20-29,high school,middle class,0.5059289542380285,1.0,before 2015,1.0,0,12000.0,sports car,3,0,7,0.0
969959,1,1,10-19,high school,working class,0.4328792985209903,1.0,before 2015,0.0,1,14000.0,sedan,0,2,0,0.0
493263,3,0,30+,high school,upper class,0.6924197834403566,1.0,before 2015,1.0,0,14000.0,sedan,1,1,0,0.0
31026,1,1,0-9,none,poverty,0.41215124533451,0.0,before 2015,0.0,1,8000.0,sedan,0,0,0,1.0
498885,3,1,20-29,high school,upper class,0.5756563312970334,1.0,after 2015,1.0,1,11000.0,sedan,5,0,1,0.0
461175,2,1,20-29,high school,middle class,0.5846008675834956,1.0,after 2015,0.0,1,11697.003206900365,sedan,3,2,1,0.0
639413,1,1,0-9,none,poverty,0.4073259361954053,1.0,before 2015,0.0,0,17000.0,sedan,0,0,0,1.0
989064,1,1,0-9,none,poverty,0.3308186664986927,0.0,after 2015,1.0,1,12000.0,sedan,0,0,0,1.0
1003,3,0,30+,university,upper class,0.515812809602791,1.0,before 2015,0.0,1,15000.0,sedan,1,2,0,0.0
67899,3,1,30+,high school,upper class,0.515812809602791,1.0,after 2015,1.0,1,7000.0,sedan,5,0,11,0.0
473963,3,0,30+,university,upper class,0.6061335684664274,0.0,before 2015,1.0,0,10000.0,sedan,7,0,1,0.0
143654,0,0,0-9,high school,poverty,0.3190805295725597,0.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
666832,1,1,10-19,high school,middle class,0.486139420446418,0.0,before 2015,1.0,1,7000.0,sedan,1,0,3,1.0
70277,1,0,10-19,none,working class,0.2389675485310191,1.0,before 2015,0.0,1,13000.0,sedan,0,0,1,0.0
676033,3,0,30+,university,upper class,0.6064975567709211,1.0,after 2015,1.0,1,9000.0,sedan,0,0,1,0.0
480452,1,0,0-9,university,upper class,0.7641329165005233,1.0,before 2015,1.0,1,12000.0,sedan,0,0,0,0.0
765391,2,1,20-29,high school,working class,0.3942030841796357,1.0,before 2015,1.0,1,15000.0,sedan,2,0,0,1.0
905750,2,1,20-29,none,middle class,0.4490117755463273,1.0,before 2015,1.0,1,7000.0,sedan,7,0,1,1.0
471255,0,0,0-9,high school,poverty,0.3290758809841991,1.0,before 2015,0.0,0,17000.0,sedan,0,0,0,1.0
503387,1,1,10-19,high school,middle class,0.3850942673098896,0.0,before 2015,0.0,0,11697.003206900365,sedan,1,0,1,0.0
552010,3,1,20-29,university,upper class,0.6942652143654913,1.0,after 2015,1.0,1,11000.0,sedan,3,0,1,0.0
659258,3,0,20-29,high school,upper class,0.5643945162909217,1.0,after 2015,1.0,1,8000.0,sedan,1,1,1,0.0
918841,3,1,10-19,high school,upper class,0.5764795251446632,1.0,after 2015,1.0,1,11697.003206900365,sedan,3,1,0,0.0
536756,0,1,0-9,university,working class,0.327952643057383,1.0,before 2015,1.0,1,11000.0,sedan,0,0,0,1.0
517032,1,1,10-19,high school,poverty,0.4757700837178347,0.0,before 2015,1.0,1,11000.0,sedan,2,0,1,0.0
123718,1,1,10-19,none,poverty,0.3687552634913043,0.0,before 2015,1.0,1,8000.0,sedan,1,0,1,0.0
154753,0,1,0-9,high school,working class,0.3931720373821237,1.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
950923,1,1,10-19,high school,middle class,0.4665051457220289,1.0,before 2015,0.0,1,8000.0,sedan,2,0,3,0.0
594112,3,1,30+,high school,middle class,0.515812809602791,1.0,before 2015,0.0,1,11000.0,sedan,7,2,3,0.0
865367,3,1,10-19,high school,upper class,0.4987695160873743,0.0,after 2015,1.0,1,13000.0,sedan,2,1,1,0.0
617979,2,1,20-29,none,working class,0.4469120060756799,1.0,before 2015,0.0,0,17000.0,sedan,2,0,1,0.0
839040,2,1,10-19,university,upper class,0.5219898989080595,1.0,before 2015,1.0,1,10000.0,sedan,3,2,1,0.0
627921,0,1,0-9,university,working class,0.412721534132624,1.0,before 2015,1.0,0,12000.0,sedan,0,0,0,1.0
454040,0,0,0-9,high school,poverty,0.4566319871550529,0.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
169656,3,1,30+,high school,upper class,0.5095099913719647,1.0,before 2015,0.0,1,11000.0,sedan,7,0,3,0.0
72969,3,1,30+,university,upper class,0.6570964106240255,1.0,before 2015,1.0,1,13000.0,sedan,6,1,4,0.0
154809,1,0,10-19,university,middle class,0.405846593806807,1.0,after 2015,0.0,1,15000.0,sedan,2,0,0,0.0
218077,0,1,0-9,none,working class,0.4869862166163174,0.0,before 2015,0.0,0,11697.003206900365,sedan,0,0,0,0.0
601379,2,0,0-9,high school,middle class,0.6232265163604744,1.0,after 2015,0.0,1,6000.0,sedan,0,0,0,0.0
874998,3,1,10-19,none,upper class,0.6436708526397987,1.0,after 2015,1.0,1,11697.003206900365,sedan,1,1,1,0.0
11666,1,0,10-19,high school,working class,0.3883856803575157,0.0,before 2015,0.0,0,13000.0,sedan,1,0,0,1.0
397446,0,1,0-9,none,poverty,0.4064824253974476,0.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
454786,1,0,10-19,high school,poverty,0.3148456765050993,0.0,before 2015,0.0,0,10000.0,sedan,1,1,1,0.0
454542,0,0,0-9,high school,working class,0.3909000984565381,0.0,before 2015,1.0,0,15000.0,sedan,0,0,0,1.0
45676,0,1,0-9,high school,poverty,0.3878614278319642,1.0,before 2015,0.0,0,15000.0,sedan,0,0,0,0.0
388188,2,0,20-29,none,poverty,0.2525512961252093,0.0,before 2015,0.0,0,13000.0,sedan,3,0,2,0.0
802738,3,1,30+,none,upper class,0.4869774537170413,1.0,after 2015,0.0,1,12000.0,sedan,3,1,5,0.0
599432,1,0,10-19,university,upper class,0.4775235133805459,1.0,before 2015,1.0,0,12000.0,sedan,1,0,1,0.0
337986,0,1,0-9,university,upper class,0.5489301330191484,1.0,after 2015,0.0,1,14000.0,sedan,0,0,0,0.0
668461,1,1,10-19,high school,working class,0.3422896888247775,0.0,before 2015,0.0,1,10000.0,sedan,1,0,1,1.0
915405,0,1,0-9,none,working class,0.485242391843809,1.0,after 2015,1.0,0,11000.0,sedan,0,0,0,0.0
823976,1,0,10-19,high school,working class,0.6027156169402226,1.0,after 2015,0.0,1,12000.0,sedan,3,1,0,0.0
924311,0,1,0-9,high school,working class,0.451666058884765,1.0,after 2015,0.0,0,12000.0,sedan,0,0,0,0.0
99527,1,1,10-19,university,middle class,0.5418297585749775,1.0,before 2015,1.0,0,11697.003206900365,sedan,1,0,1,0.0
881654,0,0,0-9,university,poverty,0.3934557420190439,1.0,before 2015,0.0,0,16000.0,sedan,0,0,0,0.0
837247,0,1,0-9,none,working class,0.3673915153567661,1.0,before 2015,1.0,1,11000.0,sedan,0,0,0,0.0
721496,2,1,10-19,university,upper class,0.515812809602791,1.0,before 2015,0.0,1,11000.0,sedan,2,1,1,0.0
808000,1,1,0-9,university,upper class,0.4895004040886845,1.0,after 2015,0.0,1,15000.0,sedan,0,0,0,0.0
501479,1,1,10-19,university,working class,0.5168173024205648,0.0,before 2015,0.0,1,11000.0,sedan,0,1,2,1.0
828634,3,0,30+,high school,upper class,0.6278036899751401,0.0,before 2015,1.0,1,9000.0,sedan,1,0,0,0.0
850066,2,0,20-29,high school,middle class,0.5561059958978236,1.0,before 2015,0.0,1,12000.0,sedan,3,0,2,0.0
664908,3,1,20-29,high school,upper class,0.7787343270386715,1.0,before 2015,1.0,1,9000.0,sedan,4,0,4,0.0
819469,1,0,0-9,university,upper class,0.6213619336621787,1.0,after 2015,0.0,1,13000.0,sedan,0,0,0,0.0
13712,2,1,0-9,none,working class,0.2750996000343182,1.0,before 2015,1.0,1,8000.0,sedan,0,0,0,1.0
520007,0,1,0-9,high school,poverty,0.515812809602791,0.0,before 2015,0.0,1,11697.003206900365,sedan,0,0,0,1.0
295488,1,1,10-19,high school,middle class,0.5074322843749791,0.0,before 2015,1.0,1,11000.0,sedan,1,1,0,1.0
133862,3,1,30+,none,poverty,0.4987236862655294,0.0,after 2015,0.0,1,13000.0,sedan,6,0,2,0.0
673931,2,1,20-29,university,upper class,0.5613073851208908,1.0,before 2015,1.0,1,11000.0,sedan,2,0,3,0.0
796102,0,0,0-9,high school,middle class,0.4638017334660947,1.0,after 2015,0.0,0,14000.0,sedan,0,0,0,0.0
364501,1,1,0-9,high school,middle class,0.6947469624731197,1.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
560068,1,1,10-19,high school,working class,0.4082920061533436,1.0,before 2015,1.0,0,10000.0,sedan,1,0,1,1.0
290962,1,1,0-9,high school,middle class,0.515812809602791,0.0,before 2015,0.0,0,14000.0,sedan,0,0,0,0.0
348519,3,1,20-29,high school,upper class,0.5136368091119007,1.0,before 2015,1.0,1,10000.0,sports car,5,1,3,0.0
156807,3,1,20-29,university,upper class,0.6465297264942811,1.0,before 2015,1.0,1,6000.0,sedan,3,1,5,0.0
17198,1,1,0-9,high school,upper class,0.4923186089785153,1.0,before 2015,1.0,1,10000.0,sedan,0,0,0,0.0
232427,1,0,10-19,none,working class,0.6158294822202137,0.0,after 2015,0.0,0,16000.0,sedan,0,0,0,0.0
250532,0,1,0-9,none,poverty,0.3967625549479261,0.0,after 2015,0.0,0,14000.0,sedan,0,0,0,0.0
179788,3,1,30+,high school,upper class,0.4780573085955254,1.0,after 2015,1.0,1,15000.0,sedan,5,1,1,0.0
280133,2,0,20-29,university,upper class,0.5632326874189856,0.0,before 2015,1.0,1,11000.0,sedan,1,2,0,0.0
54243,2,1,10-19,university,upper class,0.515812809602791,1.0,after 2015,0.0,1,14000.0,sedan,0,0,1,0.0
396832,0,1,0-9,university,working class,0.4728359811445909,1.0,before 2015,0.0,0,13000.0,sedan,0,0,0,0.0
408070,1,1,10-19,high school,upper class,0.515812809602791,1.0,before 2015,0.0,0,13000.0,sedan,0,1,0,0.0
42168,0,0,0-9,high school,working class,0.5013713614016168,1.0,before 2015,1.0,1,11000.0,sedan,0,0,0,0.0
344794,2,0,20-29,university,upper class,0.6204086890787407,1.0,before 2015,1.0,1,9000.0,sedan,1,0,2,0.0
408168,1,1,10-19,university,middle class,0.4797374341576919,1.0,after 2015,0.0,1,9000.0,sedan,3,0,1,0.0
164636,1,0,10-19,university,upper class,0.7140339031205747,1.0,before 2015,1.0,1,11000.0,sedan,0,0,0,1.0
684976,3,0,20-29,university,upper class,0.5121409650657095,1.0,before 2015,1.0,1,11000.0,sedan,4,0,0,0.0
347235,0,0,0-9,high school,poverty,0.1694065530970372,0.0,before 2015,0.0,0,14000.0,sedan,0,0,0,1.0
922995,3,1,20-29,university,upper class,0.6635072908618659,1.0,after 2015,1.0,1,15000.0,sedan,4,1,0,0.0
408939,1,1,10-19,university,middle class,0.5302592448700141,1.0,after 2015,1.0,1,9000.0,sedan,5,0,1,0.0
520581,2,1,20-29,high school,middle class,0.6050150174493037,1.0,before 2015,0.0,0,15000.0,sedan,0,1,1,0.0
457638,2,0,0-9,high school,upper class,0.6628379984244296,1.0,before 2015,0.0,0,14000.0,sedan,0,0,0,1.0
438501,0,0,0-9,none,poverty,0.391560874266939,0.0,before 2015,0.0,0,11000.0,sedan,0,0,0,1.0
755766,3,1,30+,university,upper class,0.499593215332363,1.0,after 2015,1.0,1,11697.003206900365,sedan,3,1,6,0.0
657999,3,1,0-9,high school,upper class,0.4871216304800666,0.0,before 2015,1.0,1,7000.0,sedan,0,0,0,1.0
373573,2,1,20-29,none,upper class,0.6675682172147324,1.0,after 2015,0.0,1,11000.0,sedan,3,0,6,0.0
737210,0,0,0-9,university,middle class,0.5903723317210914,1.0,before 2015,1.0,1,6000.0,sedan,0,0,0,0.0
401740,2,1,0-9,university,upper class,0.6917153580916104,1.0,before 2015,1.0,1,13000.0,sedan,0,0,0,0.0
103756,0,1,0-9,none,working class,0.397924048195759,1.0,after 2015,0.0,1,12000.0,sedan,0,0,0,0.0
787125,0,1,0-9,high school,poverty,0.2988737472015075,1.0,before 2015,0.0,1,11000.0,sedan,0,0,0,0.0
946258,3,0,10-19,university,upper class,0.6550240064494428,1.0,before 2015,1.0,1,9000.0,sedan,1,0,2,0.0
532832,0,0,0-9,high school,poverty,0.4824873523239162,1.0,before 2015,0.0,0,14000.0,sedan,0,0,0,1.0
124204,0,0,0-9,none,poverty,0.186185114720855,0.0,before 2015,0.0,0,17000.0,sedan,0,0,0,1.0
658487,1,1,10-19,high school,upper class,0.6143091187985138,1.0,before 2015,0.0,1,16000.0,sedan,0,1,1,0.0
213761,0,0,0-9,high school,working class,0.503454287259761,1.0,after 2015,0.0,0,15000.0,sedan,0,0,0,0.0
30482,3,1,30+,none,middle class,0.7155713344900813,1.0,before 2015,1.0,1,6000.0,sedan,3,1,5,0.0
50850,1,0,10-19,university,upper class,0.6077725324221557,1.0,before 2015,1.0,1,13000.0,sedan,2,0,2,0.0
950010,3,1,10-19,high school,upper class,0.5733039193659009,1.0,after 2015,1.0,1,6000.0,sedan,3,0,1,0.0
817262,1,0,10-19,university,upper class,0.7123509063293101,0.0,after 2015,0.0,0,16000.0,sedan,0,0,0,0.0
511532,1,1,10-19,none,poverty,0.218675950842752,1.0,before 2015,0.0,1,10000.0,sedan,1,0,1,0.0
728209,1,1,0-9,none,poverty,0.3969970839837506,0.0,before 2015,0.0,0,14000.0,sedan,0,0,0,1.0
532528,1,0,10-19,high school,working class,0.515812809602791,1.0,before 2015,0.0,1,11697.003206900365,sedan,0,0,0,0.0
207087,3,0,10-19,university,upper class,0.6375637817816244,1.0,before 2015,1.0,1,11697.003206900365,sedan,0,0,0,0.0
9574,1,0,10-19,university,middle class,0.4957048730836951,0.0,before 2015,0.0,0,11000.0,sedan,4,1,1,1.0
110873,3,1,0-9,high school,upper class,0.5623645761675636,1.0,after 2015,1.0,1,9000.0,sedan,0,0,0,0.0
888318,2,0,10-19,none,working class,0.5959348648028948,1.0,before 2015,0.0,1,12000.0,sedan,0,1,1,0.0
595150,1,0,10-19,university,upper class,0.515812809602791,1.0,after 2015,1.0,0,11000.0,sports car,2,0,0,0.0
455923,1,0,10-19,university,middle class,0.5940034089231788,1.0,before 2015,1.0,1,11697.003206900365,sedan,0,0,3,0.0
677109,0,1,0-9,none,poverty,0.4894065022328379,1.0,before 2015,0.0,0,17000.0,sedan,0,0,0,1.0
126191,0,0,0-9,high school,poverty,0.3896712283241473,0.0,before 2015,0.0,0,11000.0,sports car,0,0,0,1.0
529208,3,1,30+,university,upper class,0.515812809602791,1.0,before 2015,1.0,1,9000.0,sedan,5,0,4,0.0
586547,0,0,0-9,high school,poverty,0.2502084663246026,1.0,before 2015,0.0,1,10000.0,sedan,0,0,0,0.0
334687,2,0,0-9,university,middle class,0.4277285143019345,1.0,before 2015,0.0,0,15000.0,sedan,0,0,0,1.0
829396,0,1,0-9,high school,poverty,0.2241372662621859,0.0,before 2015,0.0,0,14000.0,sedan,0,0,0,1.0
249454,2,0,20-29,none,working class,0.5053357773673236,1.0,before 2015,1.0,0,16000.0,sedan,0,0,1,0.0
55900,1,1,10-19,high school,middle class,0.5753494379068445,1.0,after 2015,1.0,0,12000.0,sedan,1,0,1,0.0
335122,2,0,0-9,none,middle class,0.3460145477683494,1.0,before 2015,1.0,1,6000.0,sedan,0,0,0,1.0
959688,3,0,10-19,high school,upper class,0.7594636399904836,1.0,before 2015,1.0,1,11697.003206900365,sedan,1,0,1,0.0
271618,2,1,10-19,high school,working class,0.3811525557741302,1.0,before 2015,1.0,1,11000.0,sedan,1,0,1,0.0
685981,1,0,10-19,high school,middle class,0.515812809602791,1.0,before 2015,0.0,0,13000.0,sedan,0,0,1,0.0
710116,1,1,10-19,university,middle class,0.5301684741477407,1.0,after 2015,0.0,1,12000.0,sedan,1,0,0,0.0
35012,2,1,20-29,none,working class,0.4217406405501712,1.0,before 2015,0.0,1,10000.0,sedan,5,0,4,0.0
204181,3,1,20-29,high school,upper class,0.6220425478140679,1.0,after 2015,0.0,1,11000.0,sedan,3,0,6,0.0
728169,1,1,0-9,high school,poverty,0.4261745228265034,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
695044,1,0,10-19,none,poverty,0.3095910627747428,0.0,before 2015,0.0,1,14000.0,sedan,0,1,1,0.0
72351,3,1,30+,high school,upper class,0.6678303790199109,1.0,after 2015,1.0,1,6000.0,sedan,11,0,3,0.0
140816,1,0,10-19,university,middle class,0.515812809602791,1.0,before 2015,0.0,1,14000.0,sedan,2,0,0,0.0
402717,2,0,20-29,high school,middle class,0.5668679085048838,1.0,before 2015,1.0,1,14000.0,sports car,1,1,1,0.0
381,3,0,30+,high school,upper class,0.6520665505738693,1.0,after 2015,0.0,1,15000.0,sedan,3,0,0,0.0
552492,1,0,10-19,high school,middle class,0.7212380734964169,1.0,before 2015,0.0,0,11697.003206900365,sedan,2,0,0,0.0
952775,2,1,20-29,high school,middle class,0.463855482996792,1.0,before 2015,0.0,1,12000.0,sedan,1,1,2,0.0
248253,1,1,10-19,university,middle class,0.3156366369853307,1.0,before 2015,1.0,1,14000.0,sedan,1,0,0,1.0
716007,0,0,0-9,none,poverty,0.5142351891507717,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
122218,1,0,0-9,university,middle class,0.5398917673832456,0.0,before 2015,0.0,1,9000.0,sedan,0,0,0,1.0
5362,2,0,20-29,university,upper class,0.7046912991851355,1.0,after 2015,0.0,1,14000.0,sedan,0,0,0,0.0
690265,2,0,0-9,university,upper class,0.6381265840341901,1.0,after 2015,1.0,1,11000.0,sedan,0,0,0,0.0
612740,3,0,0-9,university,upper class,0.6214602994502341,0.0,before 2015,1.0,1,12000.0,sedan,0,0,0,1.0
190654,3,0,30+,university,upper class,0.7683773924140196,1.0,after 2015,0.0,1,13000.0,sedan,2,1,2,0.0
299379,1,0,10-19,university,upper class,0.530205499379887,1.0,before 2015,0.0,1,15000.0,sedan,0,0,1,0.0
503181,0,0,0-9,none,poverty,0.3482717006159108,0.0,before 2015,1.0,1,8000.0,sedan,0,0,0,0.0
806194,3,1,30+,university,upper class,0.7550240929770979,0.0,after 2015,1.0,1,8000.0,sedan,3,1,10,0.0
96421,3,1,30+,university,upper class,0.7042280046651094,1.0,after 2015,0.0,0,14000.0,sedan,5,0,2,0.0
147362,0,0,0-9,high school,poverty,0.3443427869982636,1.0,before 2015,0.0,0,17000.0,sedan,0,0,0,1.0
529429,2,0,10-19,high school,upper class,0.5313585770595843,1.0,before 2015,1.0,1,8000.0,sedan,3,0,4,0.0
225410,3,0,20-29,university,upper class,0.5871469213663586,1.0,after 2015,1.0,1,6000.0,sedan,3,1,7,0.0
293988,3,0,0-9,university,upper class,0.6001310093299637,1.0,after 2015,1.0,0,11000.0,sedan,0,0,0,0.0
985825,1,0,0-9,high school,poverty,0.3237797344421737,0.0,before 2015,0.0,1,12000.0,sedan,0,0,0,1.0
406082,3,0,30+,high school,upper class,0.748549433631923,0.0,after 2015,1.0,1,10000.0,sedan,8,0,7,0.0
125456,2,0,20-29,high school,upper class,0.4854096107116239,0.0,after 2015,1.0,1,9000.0,sedan,2,1,3,0.0
994772,2,1,20-29,high school,middle class,0.5723973007903935,1.0,before 2015,1.0,1,10000.0,sedan,3,0,1,0.0
744204,0,1,0-9,high school,poverty,0.2062917281037285,0.0,before 2015,0.0,1,14000.0,sedan,0,0,0,1.0
748443,2,0,20-29,high school,middle class,0.6373835703783101,1.0,after 2015,0.0,0,13000.0,sedan,2,0,0,0.0
670634,0,1,0-9,university,working class,0.3577224688029924,1.0,before 2015,1.0,1,8000.0,sedan,0,0,0,1.0
887772,3,1,10-19,high school,upper class,0.6089410569003361,1.0,before 2015,1.0,0,11000.0,sedan,3,0,0,0.0
324523,0,1,0-9,none,working class,0.4136822947297669,0.0,before 2015,0.0,1,11697.003206900365,sedan,0,0,0,1.0
845185,0,1,0-9,university,middle class,0.4061057835072124,1.0,before 2015,0.0,1,10000.0,sedan,0,0,0,0.0
640704,0,0,0-9,high school,working class,0.4338402932332741,1.0,before 2015,1.0,0,11000.0,sedan,0,0,0,0.0
840731,2,0,20-29,university,upper class,0.7377958624314571,1.0,before 2015,1.0,1,11000.0,sedan,0,1,0,0.0
2387,0,0,0-9,university,middle class,0.5799325036909065,1.0,before 2015,0.0,0,13000.0,sedan,0,0,0,1.0
584478,2,1,20-29,high school,middle class,0.5201339798328273,0.0,before 2015,0.0,0,15000.0,sedan,0,1,4,0.0
421465,3,1,30+,university,upper class,0.4929097912257744,1.0,after 2015,0.0,1,14000.0,sedan,0,0,3,0.0
482099,2,0,20-29,high school,upper class,0.7397365430996375,0.0,before 2015,1.0,1,9000.0,sedan,0,1,2,0.0
602800,3,1,20-29,university,upper class,0.5970651727630523,1.0,after 2015,0.0,1,11000.0,sports car,4,2,1,0.0
778864,3,0,0-9,university,upper class,0.3895896430375335,1.0,after 2015,0.0,1,11697.003206900365,sedan,0,0,0,0.0
208733,1,1,10-19,university,middle class,0.4769572830617087,1.0,after 2015,0.0,0,11697.003206900365,sedan,2,0,0,0.0
